type,encoded_text,scheme,num_of_chars,contains_bit_only,contains_decimal_only,contains_hex_only,contains_alpha_only,contains_upper_case_only,contains_lower_case_only,contains_mixed_upper_lower_case,contains_equal,contains_slash,contains_dot,contains_colon,contains_special_chars
HMAC-SHA512,ef5a691a78dbe02df0875fd162296ccb369c56487feecebbc6e5cd9ca7b1b1efad9e55ea07a9e5af16a1ae5c55fa4cf43066a3af6672075019593e0ea1e5feb3,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,ac0555b7fc28f563f14ae95b31399f109cc04fe172d9add6f16320ff,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,6be389984d4684275895ba57e0cbe9408f79c9cf5eb988819a613955f901980a,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,94d018cafd9d38f205ec5328d3d075ec61221a8c2245ab2cb6d4598f3273011fb60dd7b3d25cd9f337743879a70d0c14,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,4610ef5132dac049abf95ada3572d0f046f3b31e928eaaa34dddb4b15a126d14dd0d6e450d7c09d82ae9aa9a5a4ac32236c4b14ce7ca66f8138a4e09c6709db1,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}O/ERSphrqH7Sj8G1iE/C+A==,{MD5},29,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted MD5,{SMD5}8aU5vJ9BjQTFRbENRIxBEgZgzJk=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}8YEl9lXN3iF+EPejOxjRmq4irOyglBIC,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}ucI/Vr8l5uKrU4Z0v/OSMLbzCtQ3ZHrJU6e2kxUHGIjPuRfC+F/rHQ==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}SLotYMoz0NjK2rayYhRVmWrA8OSFlBjFSW8ooiVmInw3U8MY5+buB1ASg4CkpNZCs0myfsNwbWGKcjHF2fd1Nsq5NwYAQAhB,{SSHA512},105,0,0,0,0,0,0,1,0,0,0,0,1
LDAP SHA1,{SHA}7Z09gyr4mQNTY6af1TzTvo9xUBw=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,962a9b609a2d667caad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,761efb30c73e19e17858db5f0909a01c,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,3bf1114a986ba87ed28fc1b5884fc2f8,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$m52rmIDH$qG2zTyphC8ktdzxsyVVSN/,$1$,34,0,0,0,0,0,0,1,0,1,0,0,1
MSSQL 2000,0x0100E6FC9F33994A2EEAFC1F292C829DFDCA44976CDD41EABF8F0F2769268B84D225692AF1B58B2BDCDCCABB4888,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x01008190724EF5CB2ADA786463B0BF89A21EA11EF59819639959,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,221f244861e476d0,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*7B2F14D9BB629E334CD49A1028BD85750F7D3530,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,8d4ef8654a9adc66d4f628e94f66e31b,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,327D71A98B224ED4,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:10E01B7CA3169BA83B08A1506BA4213F38505E3351B3F2F985DC7D75359B,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,5220cb48dc80378681e64f5b856c7440841f83ae4d5683c1ad5ad657b54fb562,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,3c43a553608a6e506f93ded4f24aa4b3a7cdac60dc4ee96028d2c71f20a2146a6fa084cb390bc25edd356a0ab1f7306b02912545d5bcaf0420d2f2a93cd2c8e3,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HqBWA7hxOGLzEO23pkevqpxSb.JWrF/,$P$,34,0,0,0,0,0,0,1,0,1,1,0,1
PostgreSQL MD5,md505bc57c98ea18dba5610301c5300b4b0,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,funqbj,None,6,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,D925@H,None,6,0,0,0,0,1,0,0,0,0,0,0,1
SCRAM,"$scram$100000$.J.T0nqvtda6l3Ku$sha-1=0iDt9cNBnit6WzcmIQd7Hqa66X8,sha-256=s78A/pr1n4GqYt4Y1bwX.kM.dcQdhJabexVAdkmjUNk,sha-512=JDSMDp4MlnI29rHPlBVDPlxoRXI8/nCVarE5d9qE97VxPz9IRsPbIIEvyxPhdQKkad1wGC7uuuOxMdKG.RI/Wg",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$rHUOQehdi9Gac05pzXnPeQ$Rj928/cBXwJEAvsLeT2g9JJEQ/MSLoZROL/KAVw1rEo",$scrypt$,88,0,0,0,0,0,0,1,1,1,0,0,1
SHA1,ed9d3d832af899035363a69fd53cd3be8f71501c,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$fiOSE0Ka$PCQswJh0KeLtg0qGQ6XoZ5iyVbG1,$sha1$,50,0,0,0,0,0,0,1,0,0,0,0,1
SHA224,a6166e1db354fb8eb263f231e9696344992e66feeac3f97c7105dcc4,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,0bb09d80600eec3eb9d7793a6f859bedde2a2d83899b70bd78e961ed674b32f4,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$p2QJe8KvlVEQ3RcY$iY8rsh41IlzTWHo65fBB9WCq2cSDnKcEFQi.pCCanND,$5$,77,0,0,0,0,0,0,1,1,0,1,0,1
SHA384,78923137c40b4fae2b73c9ddeb0b759179d35664537970687ada639ca292addd81b3caa53bd7fd9501d07fd066268dfa,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,81599ec77ac571e7dfc863414be4870fdaaacc34ac970ec7d5a91c160adca3b49960d98e31e317f58fffd231fba2965ca8090e8cdab10000f6e3e8ce0bef02ba,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$ZJQzr3m.LQgrO/.T$I.3NqIk9CmHbZMuSm9P/an6pdeBVWbg92XjYvQzQqahrxyMk.jioPI4Z6sf9daVa0U8XR49H1QJAYrsLX.JEF1,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,64d3e1a9bcd892b80975f9b447c5befc241525e04108dc1d8fa16dcc,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,efc69404cf547c98794df5a8f454d17e8f85755410122b318a6f55b426e6fd52,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,abb0357c78dee954995db4a2bd9ef4a2aee2c0f73bce188650caa2d51693163b55059bb4869f111a20502604c4bbacd0,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,0fd215f013609f2b8c9e8094cc8208599f009a460587401c8465b59377fe4b2393ae83752545ae6f6818ecfe6d6587e16745e3fd030fa6ddac8f67755d6fe255,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,clynsu,None,6,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$eHe7HLwR$l4FzAvtKDAR88uuuGh8Rj0,$apr1$,37,0,0,0,0,0,0,1,0,0,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$IWTMWctZy5kTAiDkvPe+Fw$5c1DuEHbHKJWWIqpyAfJt1qJVr9ByJd4aiYmgAC58XA",$argon2id$,97,0,0,0,0,0,0,1,1,0,0,0,1
Atbash,ulivevi,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}LEXI+d+bEwJA6N17z5mzliZh8U5q0nNqH5ozcg4myPrn/G6jBTqlCoNWBHlZC9ge,{PKCS5S2},73,0,0,0,0,0,0,1,0,1,0,0,1
Base32,MZXXEZLWMVZA====,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,Zm9yZXZlcg==,None,12,0,0,0,0,0,0,1,1,0,0,0,1
BCrypt,$2a$12$WPRhY2QQwkrMyw7d8gZQt.Wh6DRMrpez8KZiKfkJn0WD1xLs/qQne,$2a$,60,0,0,0,0,0,0,1,0,1,1,0,1
BCrypt,$2b$12$OTlJAqwBAN1kt6ky/i1Jy.3kRCGd9PA.iMZapnxIOabwAuMWvc6vO,$2b$,60,0,0,0,0,0,0,1,0,1,1,0,1
Binary,1100110110111111100101100101111011011001011110010,None,49,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,a19cc2b8a070bacc1e2485790b059b3cc3dc712b28300a80fb3bc449bdbfd9528bd4000dbe004ffb756d5d00d24b33c3ec77979a3650b81bcdd21cca98bdb4a5,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,23823aa75ef195ce5f1bac0acda8878c16652c11d0e858f4ef00107ea0336800,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.q9UmOOxb6ClHiw6,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,jsviziv,None,7,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,8qQPHW0uvQl3qICC,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,8qQPHW0uvQl3qICC,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,02000B490E100A33,None,16,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,62484,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,2487685340,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,4719516503089754374,None,19,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,102111114101118101114,None,21,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,tFNf3HJJJEuEE,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$pVRKSQlBKGWslXJuTclZiw$4q+lTZXtzV0mSjOvKjPu6X03zVZj1AbLB0Kquk4sX5I",None,102,0,0,0,0,0,0,1,1,0,0,0,1
Django BCrypt,bcrypt$$2b$12$TjkkrJEOY.t6eCfE3Z.WBeJ.xD6Gu7VerP/vmNgNmUUlLE9TyNoqq,None,67,0,0,0,0,0,0,1,0,1,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$0cefT1Kj3FDEuT3dg2sb.uLbf6E/2WgS8lmPY2sPBtj.GeMkpMe9S,None,74,0,0,0,0,0,0,1,0,1,1,0,1
Django DES Crypt,crypt$X6$X6TEXXWdOqAEc,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$Qf0CfnoKfQEE$IJhvrYxP1zLS0fh+6brXs5cD5DE=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$OQSCJYM0x8qN$VtWWE1dy6lk90he9ADcfR9Wy4xcDlzFL5qyjS91A9LA=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$31El8aXmdYv5$0fe31ee2509fa784ada6c25b7e0fa45b,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$xA10eshfkWch$172fa4491f5f35f8532752f073d28cecfa5d72f8,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.9C53CAD97B4FA975CEB917628CB196720E610C81D05ACB79CFF95FAB3586F07E0FC1D8DB7BAF35C6F8DF1BE37C0FC118E39CF37EAFD57A0F41C8F9FF5F2B656C.092E05B6BF1D32460BE8A880F811B0818203073C0F7CFF0144FC3023B80BA85DBB42FA78D6881B03DE3835D3BA3056CBA4E1613F7CBA7380F06B940D80144B66,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,666f7265766572,None,14,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,bc08a1d5c1ffde4a39520303e5cadffbc708ffa2,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,0eccb2731f6a791f3bf57f0d6d773884fda2cee1815c4fa6b6da422ba7f8d3d7,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,cdd50c6a978a1bcffdc9b06bef32a08e66034b313e43ac02244efbb2fbd101b580f21763b4d2b0836799b6a0e01a869b42cdfbdc66549540808cb88826a391c9,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,8559c2330275567615123c5bc58e5b0213ddf191b3c632f52c5b51be,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,e91c830cbabc5a622ed5aa4470ee8037e06dff9c6802590f4bde1c11d77814f2,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,1fd4df902f5791a111e17feca63f1934dab9f891d468e95682b79211f5525313c2ee8457f4b0107044e90e45d1b36eb3,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,bc3c553b3c94b677077d562708dce3dc56d5de5a3264f921cba16aa921fe22b0ccfa863f17ce9cfb4bbefa22314ab03ce2650b085b1484ab7f923ca284eaad67,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}16+ZTx8e+LXjvrn3+xOfVw==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}EQcXj9NlcLtcDYPhdFTD7RLiXGs=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}mie1Sj4gGBNOa4CJc13RdY/KLg9tLUWo,{SSHA},38,0,0,0,0,0,0,1,0,1,0,0,1
LDAP salted SHA256,{SSHA256}z0c0YLPurp7ZvTjwdujYCNzaFRux0Toa9YBPqhffdK7A2Pu/t1aKcQ==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}DLYB5877xi+sRTV2pXD9oJQt/Rg54I+H96AxxZBI+53yDs+BwOVGmKJ63ivUVh9eeXoPr5wURlmM6QxCKj4kV4dwzrlXinHu,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}4H+MSraCISdEUmmC8PCNM24ckEE=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,bba8cbf99e5693cdaad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,eb323b79770f05b061247f5f2599b17e,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,d7af994f1f1ef8b5e3beb9f7fb139f57,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$nA22Miv/$gbRiVYw9qLTQBD2ZLjmR41,$1$,34,0,0,0,0,0,0,1,0,1,0,0,1
MSSQL 2000,0x01005EEBDD3BA19280159E37D933C9DBD7298A6D558953768FD73D6349B8EA1A6EB2426F59A74E1AD7F95F37BE99,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x01001A83F01E92C6EF2A163CCF36597F3FF825B613686481ED19,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,3193dbb34a147624,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*1E6E541E207AD7F76CA58C11821AA57B994E6167,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,fd60ac2cbf7f60135bdefc697a4d1b85,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,AEA4EF87B2215123,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:B0E97608FB8E5D57019DFD4BEDDE09D19C9D4178D2D4CC34466C240CFA31,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,69b369cceb4cdf06f452a023d48c1196b924aa790cd103e0e04638b03e35e45d,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,b4418f43062978e4dbe95bd018062c2d384b6cc472d3d956785ac8908c77daa3fcda00ead1e7492b73cdc41d0c369c0b70dc4e52d4caef905cd9d2c67924fe40,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HN7u4O/fqn3ELc7VUJ9c.2uHgEHeu9/,$P$,34,0,0,0,0,0,0,1,0,1,1,0,1
PostgreSQL MD5,md5913529a1f6c072994ec943088b4c6e0a,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,sberire,None,7,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,7@C6G6C,None,7,0,0,0,0,1,0,0,0,0,0,0,1
SCRAM,"$scram$100000$itG6FyJkDCHE2Ls3$sha-1=RNijLe9usiwa2sQwZOjsUMTKNQ8,sha-256=YonfEPuREvkzVyG8wACWqSKIgIL0oXkhHnk5lNGqb44,sha-512=2Lo3iTwl8ljMZL8OOB5MQgWvCLB.JwGRNKwtBD6l6ZL/yvjxxmlUCPpbiYFxvvS/sHX3IGH1fIZRqz0Sawzkuw",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$y/n/H+M8ZyxlrLW29j4HgA$y5ycJgxQaaxFkhJjQrrW8KMehJTWeXOJi+zGbF4XWjM",$scrypt$,88,0,0,0,0,0,0,1,1,1,0,0,1
SHA1,e07f8c4ab682212744526982f0f08d336e1c9041,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$itHN1VkC$H30573L0K0BY8iKjdjDfRE25QAPZ,$sha1$,50,0,0,0,0,0,0,1,0,0,0,0,1
SHA224,c7b600647b31cc2f556ddd98d8000e2ec0dc2ada0a9cada2471b72b5,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,2070f725ff1c765b73c498de52bc419377979691f6100de3ed99794aeb40d988,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$DjlYxcldFU5pYz9R$Bt1cQZ/w.KmDjjsuMcYJAgeKfn8DcDUev/O1XoEh4S4,$5$,77,0,0,0,0,0,0,1,1,1,1,0,1
SHA384,a102a8b53b1bf1cb07afb0174e5c9a42cfb61fa9a540176815f6c59ee73f7935d09fd2f30de520607b35faa51acbe578,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,1a99ad15040c9cc83b7cff0e01c5e5ab94f66b42ab1f340e529f57681c49ea225072e1cee1fb7172cab32e968d262b2acedfd20ff3f80c69c793b2d42926ade2,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$qwonOnIPcQccIdDy$u8h0nfuzi8WH9Khd9lVd1GdHcbn.CuvJBz4TsjaQXu/4AukjEos/BVLTvosxNPixobNfzdjSSQqgZMFeVg3e31,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,84745a5d6958e2ab5e5c160de1ae2fa83b8eda7b7d998229e1a13cdf,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,e69a570eb5bb711dde98607dc80d590f2f55f66a5a10a0d68e5bcfa2118dd255,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,f91b9046930b49cb0d646cfeba68d038ce85f9e6235e3425cd22f55a494efb3c152a0b40650facf4cf5013713ac0767e,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,2e1c477d7762d765fff79a87c3b781ac59111b1564adf4bc5f3bd8b090582d980fdbdec3fe766ff9a1ca0e20c94fb6952c7aa1ff8e21bd5d93e801e541b9bb01,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,pspozcb,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$cjzCtD8S$1eCAs9lWiGO0bYLzRIDIh0,$apr1$,37,0,0,0,0,0,0,1,0,0,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$JWRsTSlF6D1HKAVAqHVuTQ$9wOnQYFAg5Pk/eb79nhP6NpRO3rLUn15box12cOO5f0",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,¥¥¥¥¥¥,None,6,0,0,0,0,0,0,0,0,0,0,0,1
Atlassian PBKDF2 SHA1,{PKCS5S2}YAzB2HuvVUqJUSrlvDemNDAVg3+mTL7wB2uhDcK07vxloI8ZS2bfdN2b7/UeXAZP,{PKCS5S2},73,0,0,0,0,0,0,1,0,1,0,0,1
Base32,GY3DMNRWGY======,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,NjY2NjY2,None,8,0,0,0,0,0,0,1,0,0,0,0,0
BCrypt,$2a$12$DZriaoJaP4MOgYL66zZwnO5sAoJ.Ib4PG8Ea1ZtvIgECF6OdmKZX2,$2a$,60,0,0,0,0,0,0,1,0,0,1,0,1
BCrypt,$2b$12$12afAl1fZVc3AwEjzLnzX.Fu03ZLHFj8v3icQ/UdK7OZHw.v06/Ay,$2b$,60,0,0,0,0,0,0,1,0,1,1,0,1
Binary,110110110110110110110110110110110110,None,36,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,7f798b9436e2a04693d873906369edddc2708a2da6104111c6486ccfc112da1ed3e5c946ccc18477f77e38c5cca71954ae38ee32f4f92aaadb464c46069c2fb1,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,0d0a5294b4baa9ee0374ad0b5bd9fc86ca436866f4f6b4e5d92d4e1dae1ec503,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.8dxZS8odHQ3i2y.,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,nnnnnn,None,6,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,aKcbYzfzsUUxPqT5,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,aKcbYzfzsUUxPqT5,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,115F4F5341445D,None,14,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,59093,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,880250036,None,9,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,15458908781549765442,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,545454545454,None,12,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,RslrFgV/GN1aA,None,13,0,0,0,0,0,0,1,0,1,0,0,1
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$1dpby7kXwlgrRahVKkXIeQ$+CmY9F8gKcvfWXQIh21nY8sTiNlKj/VkjsGpQeJvEYw",None,102,0,0,0,0,0,0,1,1,1,0,0,1
Django BCrypt,bcrypt$$2b$12$GjwpHdFLYKIDNgUuKqYXGejLHBiNfIt55alwB4G7TMjQsjmvv6mzC,None,67,0,0,0,0,0,0,1,0,0,0,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$OafDnUeKgdEjXvBEcyBzO.A0HuGsN0RGpzaLoLO.DMMWK6JVOml/e,None,74,0,0,0,0,0,0,1,0,1,1,0,1
Django DES Crypt,crypt$he$hehys9YT053zM,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$LNQdNxMD6lO1$wp5NQdWWEnbC3nNqzMLF09XH8Z0=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$HCecSG7OfBwb$VekxyxiJzFGRZdq+dLcB7TAyLsndAbe8QHYR3q3K+VM=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$1sGp5iKW00OE$49d8b5ff3718853e11a03f4ea065cb17,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$PdFJIFutkoSU$643fa69e0183ecb5190d6bf89cc04543b69cb7e8,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.4EA9D5BAD7FA3F2784B096B2D6DA9B53EABDB796F21E03C078AF75EEFDFF3FA734460881D0BAF7DE1BE37CAFF59E530A21440821A414C29873CE9953CA59CB99.69C6C78815F709DEB9915920D29AFD466FA2882A0C06922735E5B012A9EEB3A3170C6B39C033050658363E9F2EAB0B6F3CEE237A7E144D8F4FB365BF1ED05C18,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,363636363636,None,12,0,1,1,0,0,0,0,0,0,0,0,0
HMAC-SHA1,bf25636723da5621c238705aa763a2df8198a0d3,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,44c9bba8ea45162e2d6ad1b3b5ab02f282b4fb4558c83b88ab3df919f6c84cb1,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,dd2f5f9dc9a76e60104e4056440e526706a5e88a4a5254c4ad51cdb6c0a82c5253299e209232373a67f26e645a5637fe010933b405d1198959243d9d1dbb4339,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,b3d7b126f7670b11061326bdd1ddbf852b9c2fdca26036ec690eef30,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,44271dd12c043517d27a94205f0b0abf0ed7773bc8503d5e8992fc70369e6ccc,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,32cbbb484006d45fb9249c3b4ac92a39f6f41343fc632271b9f9a44942addfd7d2fe7051114366430e2e17fd3b73a092,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,fb4f68a02ea00becebf8f6d5724befec54befe6f7804d193315db490658c8d8d4b425ed52276f265debb0cdac2e63150c7d7430d1d3f82e0c95c9019a6fc0115,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}83nq88gxsE3hU0adG+w0Xg==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}/1Zq7XentZO0lEagKXu4UdDa23s=,{SMD5},34,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA1,{SSHA}p8ZoCNbMpJclyd3ZZjZSXRN27Ly6F0Ko,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}2DqMs2uBZ/OFkFmQQBkUWuNTVdXn4Dq9FAmi9oYIiZZpDUHIuXeOMQ==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}TTNw9c5aM0K2+E8Z+OqQIXbFF2qT8bWsbKDM1eJG9fQ+/BOwRH4aO2/R73ZgovAD3Zq2d2SIW3i7kHW7aFpOREgJYey9V8o5,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}FBFnigueJe4vfIsveskranSz+cU=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,904021aaa178696daad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,373659c14ff5eb96879e29480ced5737,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,f379eaf3c831b04de153469d1bec345e,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$1uuGiw2z$cs1CXk.PzqGqqZuNhyLoA0,$1$,34,0,0,0,0,0,0,1,0,0,1,0,1
MSSQL 2000,0x0100C999D33A06F90C3B6D7E81522608EEE1FA8DD5F16D34186D06F90C3B6D7E81522608EEE1FA8DD5F16D34186D,None,94,0,0,0,0,0,0,1,0,0,0,0,0
